match_id,match_datetime,stage,fixture,player_id,player_name,nation,team,minutes,goals,assists,key_passes,dribbles,ball_recoveries,clearances,interceptions,tackles,blocks_saves,shots_on_target,yellow_cards,red_cards,own_goals,penalties_missed,penalties_saved,goals_conceded,defcons,attcons,points,processed_at
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,9qe7czo24c9hz308iuzgx9nxm,Oh Hyeon-Gyu,,Korea Republic,28.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,2026-06-12T14:11:11.981480+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,2tua5pzzwokmcrdjccus4slpl,Kim Jin-Gyu,,Korea Republic,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2026-06-12T14:11:11.981495+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,20ravs7guc7xweayjndidbnu2,Eom Ji-Sung,,Korea Republic,28.0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,4,1,0.0,2026-06-12T14:11:11.981506+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,cs4aca71qkt1ru20ppmi6djl6,M. Kovář,,Czechia,96.0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,2,6,0,0.0,2026-06-12T14:11:11.981518+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,4ryipy52oscxkv71ws0os5w5,V. Coufal,,Czechia,96.0,0,1,1,1,3,3,1,0,0,0,0,0,0,0,0,2,7,2,0.0,2026-06-12T14:11:11.981529+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,7twrnp7os9wbiqsnwcbz9ju8l,J. Zelený,,Czechia,96.0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,2,11,1,0.0,2026-06-12T14:11:11.981542+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,3vp8awfs73xgrh2krs24w6up5,L. Krejčí,,Czechia,96.0,1,0,0,0,5,3,0,3,0,1,0,0,0,0,0,2,11,1,0.0,2026-06-12T14:11:11.981554+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,725lp72qyqzvbul0aarhvi99m,R. Hranáč,,Czechia,96.0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,5,0,0.0,2026-06-12T14:11:11.981567+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,driu8wojk2aig2t9yesy71vro,Š. Chaloupek,,Czechia,96.0,0,0,0,0,4,3,1,1,1,0,0,0,0,0,0,2,10,0,0.0,2026-06-12T14:11:11.981579+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,Czechia,96.0,0,0,0,1,3,1,1,0,2,0,0,0,0,0,0,2,7,1,0.0,2026-06-12T14:11:11.981591+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,7cgekcpn1trfydj4gqsj4yvx0,A. Sojka,,Czechia,83.0,0,0,1,1,3,0,2,1,0,0,0,0,0,0,0,2,6,2,0.0,2026-06-12T14:11:11.981604+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,c0ewvrtk657uw4t5rlv87mq51,P. Schick,,Czechia,63.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,2026-06-12T14:11:11.981617+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,5lwvt18g3d2qpuce2nqul4cet,L. Provod,,Czechia,63.0,0,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,7,1,0.0,2026-06-12T14:11:11.981629+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,58vrddf0ws30ev8rrkjpkkrxm,P. Šulc,,Czechia,63.0,0,0,0,2,7,1,0,2,0,0,0,0,0,0,0,0,10,2,0.0,2026-06-12T14:11:11.981643+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,Czechia,33.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,2026-06-12T14:11:11.981656+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,cxnlzyy9fxaca1u53y4soqk89,M. Chytil,,Czechia,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2026-06-12T14:11:11.981670+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,9qoc020keotb4s72a09zm5pzp,M. Sadílek,,Czechia,33.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0.0,2026-06-12T14:11:11.981682+00:00
9hjlhmip7tn4qgpwr47txpafo,2026-06-12T02:00:00+00:00,G1,Korea Republic vs Czechia,9vdhoij110u7e94lh8uflo5w5,T. Chorý,,Czechia,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,2026-06-12T14:11:11.981696+00:00
